DRUG_1_CONCEPT_NAME,DRUG_2_CONCEPT_NAME,EVENT_CONCEPT_NAME,MDR_CODE,MICROMEDEX_EVID_LEVEL,DRUG_1_CODE,DRUG_2_CODE,DRUG_1_QID,DRUG_2_QID,EVENT_QID,SOURCING_QID
methadone,pasireotide,Electrocardiogram QT prolonged,10014387,Theoretical,6813,1364105,Q179996,Q3896970,Q653924,Q18603603
amiodarone,zuclopenthixol,Electrocardiogram QT prolonged,10014387,Theoretical,703,114176,Q410061,Q228143,Q653924,Q18603603
arsenic trioxide,zuclopenthixol,Electrocardiogram QT prolonged,10014387,Theoretical,18330,114176,Q7739,Q228143,Q653924,Q18603603
arsenic trioxide,pasireotide,Electrocardiogram QT prolonged,10014387,Theoretical,18330,1364105,Q7739,Q3896970,Q653924,Q18603603
disopyramide,zuclopenthixol,Electrocardiogram QT prolonged,10014387,Theoretical,3541,114176,Q425120,Q228143,Q653924,Q18603603
disopyramide,pasireotide,Electrocardiogram QT prolonged,10014387,Theoretical,3541,1364105,Q425120,Q3896970,Q653924,Q18603603
toremifene,zuclopenthixol,Electrocardiogram QT prolonged,10014387,Theoretical,38409,114176,Q3993743,Q228143,Q653924,Q18603603
toremifene,pasireotide,Electrocardiogram QT prolonged,10014387,Theoretical,38409,1364105,Q3993743,Q3896970,Q653924,Q18603603
sotalol,zuclopenthixol,Electrocardiogram QT prolonged,10014387,Theoretical,9947,114176,Q413591,Q228143,Q653924,Q18603603
sotalol,pasireotide,Electrocardiogram QT prolonged,10014387,Theoretical,9947,1364105,Q413591,Q3896970,Q653924,Q18603603
anagrelide,zuclopenthixol,Electrocardiogram QT prolonged,10014387,Theoretical,596724,114176,Q408163,Q228143,Q653924,Q18603603
moxifloxacin,zuclopenthixol,Electrocardiogram QT prolonged,10014387,Theoretical,139462,114176,Q424940,Q228143,Q653924,Q18603603
moxifloxacin,pasireotide,Electrocardiogram QT prolonged,10014387,Theoretical,139462,1364105,Q424940,Q3896970,Q653924,Q18603603
erythromycin,zuclopenthixol,Electrocardiogram QT prolonged,10014387,Theoretical,4053,114176,Q213511,Q228143,Q653924,Q18603603
erythromycin,pasireotide,Electrocardiogram QT prolonged,10014387,Theoretical,4053,1364105,Q213511,Q3896970,Q653924,Q18603603
erythromycin,bedaquiline,Electrocardiogram QT prolonged,10014387,Theoretical,4053,1364504,Q213511,Q1257318,Q653924,Q18603603
clarithromycin,zuclopenthixol,Electrocardiogram QT prolonged,10014387,Theoretical,21212,114176,Q118551,Q228143,Q653924,Q18603603
methotrimeprazine,zuclopenthixol,Electrocardiogram QT prolonged,10014387,Theoretical,6852,114176,Q417204,Q228143,Q653924,Q18603603
zuclopenthixol,amisulpride,Electrocardiogram QT prolonged,10014387,Theoretical,114176,,Q228143,,Q653924,Q18603603
zuclopenthixol,sulpiride,Electrocardiogram QT prolonged,10014387,Theoretical,114176,10239,Q228143,Q422418,Q653924,Q18603603
zuclopenthixol,delamanid,Electrocardiogram QT prolonged,10014387,Theoretical,114176,,Q228143,,Q653924,Q18603603
zuclopenthixol,dronedarone,Electrocardiogram QT prolonged,10014387,Theoretical,114176,233698,Q228143,Q408637,Q653924,Q18603603
zuclopenthixol,vandetanib,Electrocardiogram QT prolonged,10014387,Theoretical,114176,1098413,Q228143,Q7914515,Q653924,Q18603603
zuclopenthixol,crizotinib,Electrocardiogram QT prolonged,10014387,Theoretical,114176,1148495,Q228143,Q5186964,Q653924,Q18603603
zuclopenthixol,pasireotide,Electrocardiogram QT prolonged,10014387,Theoretical,114176,1364105,Q228143,Q3896970,Q653924,Q18603603
vandetanib,pasireotide,Electrocardiogram QT prolonged,10014387,Theoretical,1098413,1364105,Q7914515,Q3896970,Q653924,Q18603603
crizotinib,pasireotide,Electrocardiogram QT prolonged,10014387,Theoretical,1148495,1364105,Q5186964,Q3896970,Q653924,Q18603603
paliperidone,zuclopenthixol,Electrocardiogram QT prolonged,10014387,Theoretical,679314,114176,Q423292,Q228143,Q653924,Q18603603
escitalopram,zuclopenthixol,Electrocardiogram QT prolonged,10014387,Theoretical,,114176,,Q228143,Q653924,Q18603603
risperidone,zuclopenthixol,Electrocardiogram QT prolonged,10014387,Theoretical,35636,114176,Q412443,Q228143,Q653924,Q18603603
droperidol,zuclopenthixol,Electrocardiogram QT prolonged,10014387,Theoretical,3648,114176,Q174259,Q228143,Q653924,Q18603603
droperidol,pasireotide,Electrocardiogram QT prolonged,10014387,Theoretical,3648,1364105,Q174259,Q3896970,Q653924,Q18603603
pimozide,zuclopenthixol,Electrocardiogram QT prolonged,10014387,Theoretical,8331,114176,Q144085,Q228143,Q653924,Q18603603
haloperidol,zuclopenthixol,Electrocardiogram QT prolonged,10014387,Theoretical,5093,114176,Q251347,Q228143,Q653924,Q18603603
haloperidol,pasireotide,Electrocardiogram QT prolonged,10014387,Theoretical,5093,1364105,Q251347,Q3896970,Q653924,Q18603603
hydroxyzine,zuclopenthixol,Electrocardiogram QT prolonged,10014387,Theoretical,5553,114176,Q421937,Q228143,Q653924,Q18603603
chlorpromazine,zuclopenthixol,Electrocardiogram QT prolonged,10014387,Theoretical,2403,114176,Q407972,Q228143,Q653924,Q18603603
chlorpromazine,pasireotide,Electrocardiogram QT prolonged,10014387,Theoretical,2403,1364105,Q407972,Q3896970,Q653924,Q18603603
citalopram,zuclopenthixol,Electrocardiogram QT prolonged,10014387,Theoretical,2556,114176,Q409672,Q228143,Q653924,Q18603603
citalopram,pasireotide,Electrocardiogram QT prolonged,10014387,Theoretical,2556,1364105,Q409672,Q3896970,Q653924,Q18603603
clomipramine,zuclopenthixol,Electrocardiogram QT prolonged,10014387,Theoretical,2597,114176,Q58713,Q228143,Q653924,Q18603603
tetrabenazine,zuclopenthixol,Electrocardiogram QT prolonged,10014387,Theoretical,10390,114176,Q413050,Q228143,Q653924,Q18603603
apomorphine,zuclopenthixol,Electrocardiogram QT prolonged,10014387,Theoretical,1043,114176,Q269111,Q228143,Q653924,Q18603603
tolterodine,zuclopenthixol,Electrocardiogram QT prolonged,10014387,Theoretical,119565,114176,Q424312,Q228143,Q653924,Q18603603
ondansetron,vandetanib,Electrocardiogram QT prolonged,10014387,Theoretical,26225,1098413,Q410011,Q7914515,Q653924,Q18603603
methadone,arsenic trioxide,Electrocardiogram QT prolonged,10014387,Theoretical,6813,18330,Q179996,Q7739,Q653924,Q18603603
disopyramide,efavirenz,Electrocardiogram QT prolonged,10014387,Theoretical,3541,195085,Q425120,Q422645,Q653924,Q18603603
dasatinib,erythromycin,Electrocardiogram QT prolonged,10014387,Theoretical,475342,4053,Q27139135,Q213511,Q653924,Q18603603
voriconazole,osimertinib,Electrocardiogram QT prolonged,10014387,Theoretical,121243,,Q412236,,Q653924,Q18603603
efavirenz,vinflunine,Electrocardiogram QT prolonged,10014387,Theoretical,195085,,Q422645,,Q653924,Q18603603
efavirenz,vemurafenib,Electrocardiogram QT prolonged,10014387,Theoretical,195085,1147220,Q422645,Q423111,Q653924,Q18603603
erythromycin,osimertinib,Electrocardiogram QT prolonged,10014387,Theoretical,4053,,Q213511,,Q653924,Q18603603
erythromycin,pazopanib,Electrocardiogram QT prolonged,10014387,Theoretical,4053,714438,Q213511,Q7157043,Q653924,Q18603603
clarithromycin,osimertinib,Electrocardiogram QT prolonged,10014387,Theoretical,21212,,Q118551,,Q653924,Q18603603
osimertinib,crizotinib,Electrocardiogram QT prolonged,10014387,Theoretical,,1148495,,Q5186964,Q653924,Q18603603
paliperidone,haloperidol,Electrocardiogram QT prolonged,10014387,Theoretical,679314,5093,Q423292,Q251347,Q653924,Q18603603
paliperidone,hydroxyzine,Electrocardiogram QT prolonged,10014387,Theoretical,679314,5553,Q423292,Q421937,Q653924,Q18603603
escitalopram,hydroxyzine,Electrocardiogram QT prolonged,10014387,Theoretical,,5553,,Q421937,Q653924,Q18603603
risperidone,hydroxyzine,Electrocardiogram QT prolonged,10014387,Theoretical,35636,5553,Q412443,Q421937,Q653924,Q18603603
droperidol,hydroxyzine,Electrocardiogram QT prolonged,10014387,Theoretical,3648,5553,Q174259,Q421937,Q653924,Q18603603
haloperidol,hydroxyzine,Electrocardiogram QT prolonged,10014387,Theoretical,5093,5553,Q251347,Q421937,Q653924,Q18603603
haloperidol,citalopram,Electrocardiogram QT prolonged,10014387,Theoretical,5093,2556,Q251347,Q409672,Q653924,Q18603603
hydroxyzine,ondansetron,Electrocardiogram QT prolonged,10014387,Theoretical,5553,26225,Q421937,Q410011,Q653924,Q18603603
hydroxyzine,arsenic trioxide,Electrocardiogram QT prolonged,10014387,Theoretical,5553,18330,Q421937,Q7739,Q653924,Q18603603
hydroxyzine,disopyramide,Electrocardiogram QT prolonged,10014387,Theoretical,5553,3541,Q421937,Q425120,Q653924,Q18603603
hydroxyzine,toremifene,Electrocardiogram QT prolonged,10014387,Theoretical,5553,38409,Q421937,Q3993743,Q653924,Q18603603
hydroxyzine,anagrelide,Electrocardiogram QT prolonged,10014387,Theoretical,5553,596724,Q421937,Q408163,Q653924,Q18603603
hydroxyzine,moxifloxacin,Electrocardiogram QT prolonged,10014387,Theoretical,5553,139462,Q421937,Q424940,Q653924,Q18603603
hydroxyzine,erythromycin,Electrocardiogram QT prolonged,10014387,Theoretical,5553,4053,Q421937,Q213511,Q653924,Q18603603
hydroxyzine,clarithromycin,Electrocardiogram QT prolonged,10014387,Theoretical,5553,21212,Q421937,Q118551,Q653924,Q18603603
hydroxyzine,delamanid,Electrocardiogram QT prolonged,10014387,Theoretical,5553,,Q421937,,Q653924,Q18603603
hydroxyzine,vandetanib,Electrocardiogram QT prolonged,10014387,Theoretical,5553,1098413,Q421937,Q7914515,Q653924,Q18603603
hydroxyzine,crizotinib,Electrocardiogram QT prolonged,10014387,Theoretical,5553,1148495,Q421937,Q5186964,Q653924,Q18603603
hydroxyzine,pasireotide,Electrocardiogram QT prolonged,10014387,Theoretical,5553,1364105,Q421937,Q3896970,Q653924,Q18603603
hydroxyzine,chlorpromazine,Electrocardiogram QT prolonged,10014387,Theoretical,5553,2403,Q421937,Q407972,Q653924,Q18603603
hydroxyzine,citalopram,Electrocardiogram QT prolonged,10014387,Theoretical,5553,2556,Q421937,Q409672,Q653924,Q18603603
hydroxyzine,clomipramine,Electrocardiogram QT prolonged,10014387,Theoretical,5553,2597,Q421937,Q58713,Q653924,Q18603603
hydroxyzine,tetrabenazine,Electrocardiogram QT prolonged,10014387,Theoretical,5553,10390,Q421937,Q413050,Q653924,Q18603603
hydroxyzine,tolterodine,Electrocardiogram QT prolonged,10014387,Theoretical,5553,119565,Q421937,Q424312,Q653924,Q18603603
citalopram,amiodarone,Electrocardiogram QT prolonged,10014387,Probable,2556,703,Q409672,Q410061,Q653924,Q56644435
citalopram,arsenic trioxide,Electrocardiogram QT prolonged,10014387,Theoretical,2556,18330,Q409672,Q7739,Q653924,Q18603603
citalopram,disopyramide,Electrocardiogram QT prolonged,10014387,Theoretical,2556,3541,Q409672,Q425120,Q653924,Q18603603
citalopram,sotalol,Electrocardiogram QT prolonged,10014387,Theoretical,2556,9947,Q409672,Q413591,Q653924,Q18603603
citalopram,clarithromycin,Electrocardiogram QT prolonged,10014387,Theoretical,2556,21212,Q409672,Q118551,Q653924,Q18603603
ondansetron,sulpiride,Electrocardiogram QT prolonged,10014387,Theoretical,26225,10239,Q410011,Q422418,Q653924,Q18603603
amiodarone,sulpiride,Electrocardiogram QT prolonged,10014387,Theoretical,703,10239,Q410061,Q422418,Q653924,Q18603603
arsenic trioxide,sulpiride,Electrocardiogram QT prolonged,10014387,Theoretical,18330,10239,Q7739,Q422418,Q653924,Q18603603
disopyramide,sulpiride,Electrocardiogram QT prolonged,10014387,Theoretical,3541,10239,Q425120,Q422418,Q653924,Q18603603
toremifene,sulpiride,Electrocardiogram QT prolonged,10014387,Theoretical,38409,10239,Q3993743,Q422418,Q653924,Q18603603
sotalol,sulpiride,Electrocardiogram QT prolonged,10014387,Theoretical,9947,10239,Q413591,Q422418,Q653924,Q18603603
anagrelide,sulpiride,Electrocardiogram QT prolonged,10014387,Theoretical,596724,10239,Q408163,Q422418,Q653924,Q18603603
moxifloxacin,sulpiride,Electrocardiogram QT prolonged,10014387,Theoretical,139462,10239,Q424940,Q422418,Q653924,Q18603603
erythromycin,sulpiride,Electrocardiogram QT prolonged,10014387,Theoretical,4053,10239,Q213511,Q422418,Q653924,Q18603603
clarithromycin,sulpiride,Electrocardiogram QT prolonged,10014387,Theoretical,21212,10239,Q118551,Q422418,Q653924,Q18603603
methotrimeprazine,sulpiride,Electrocardiogram QT prolonged,10014387,Theoretical,6852,10239,Q417204,Q422418,Q653924,Q18603603
amisulpride,sulpiride,Electrocardiogram QT prolonged,10014387,Theoretical,,10239,,Q422418,Q653924,Q18603603
sulpiride,delamanid,Electrocardiogram QT prolonged,10014387,Theoretical,10239,,Q422418,,Q653924,Q18603603
sulpiride,vandetanib,Electrocardiogram QT prolonged,10014387,Theoretical,10239,1098413,Q422418,Q7914515,Q653924,Q18603603
sulpiride,crizotinib,Electrocardiogram QT prolonged,10014387,Theoretical,10239,1148495,Q422418,Q5186964,Q653924,Q18603603
sulpiride,pasireotide,Electrocardiogram QT prolonged,10014387,Theoretical,10239,1364105,Q422418,Q3896970,Q653924,Q18603603
paliperidone,sulpiride,Electrocardiogram QT prolonged,10014387,Theoretical,679314,10239,Q423292,Q422418,Q653924,Q18603603
escitalopram,sulpiride,Electrocardiogram QT prolonged,10014387,Theoretical,,10239,,Q422418,Q653924,Q18603603
risperidone,sulpiride,Electrocardiogram QT prolonged,10014387,Theoretical,35636,10239,Q412443,Q422418,Q653924,Q18603603
droperidol,sulpiride,Electrocardiogram QT prolonged,10014387,Theoretical,3648,10239,Q174259,Q422418,Q653924,Q18603603
haloperidol,sulpiride,Electrocardiogram QT prolonged,10014387,Theoretical,5093,10239,Q251347,Q422418,Q653924,Q18603603
hydroxyzine,sulpiride,Electrocardiogram QT prolonged,10014387,Theoretical,5553,10239,Q421937,Q422418,Q653924,Q18603603
chlorpromazine,sulpiride,Electrocardiogram QT prolonged,10014387,Theoretical,2403,10239,Q407972,Q422418,Q653924,Q18603603
tetrabenazine,sulpiride,Electrocardiogram QT prolonged,10014387,Theoretical,10390,10239,Q413050,Q422418,Q653924,Q18603603
hydroxyzine,methadone,Electrocardiogram QT prolonged,10014387,Theoretical,5553,6813,Q421937,Q179996,Q653924,Q18603603
chlorpromazine,methadone,Electrocardiogram QT prolonged,10014387,Theoretical,2403,6813,Q407972,Q179996,Q653924,Q18603603
methadone,disopyramide,Electrocardiogram QT prolonged,10014387,Theoretical,6813,3541,Q179996,Q425120,Q653924,Q18603603
methadone,erythromycin,Electrocardiogram QT prolonged,10014387,Theoretical,6813,4053,Q179996,Q213511,Q653924,Q18603603
methadone,clarithromycin,Electrocardiogram QT prolonged,10014387,Theoretical,6813,21212,Q179996,Q118551,Q653924,Q18603603
methadone,methotrimeprazine,Electrocardiogram QT prolonged,10014387,Theoretical,6813,6852,Q179996,Q417204,Q653924,Q18603603
methadone,sulpiride,Electrocardiogram QT prolonged,10014387,Theoretical,6813,10239,Q179996,Q422418,Q653924,Q18603603
droperidol,methadone,Electrocardiogram QT prolonged,10014387,Theoretical,3648,6813,Q174259,Q179996,Q653924,Q18603603
haloperidol,methadone,Electrocardiogram QT prolonged,10014387,Theoretical,5093,6813,Q251347,Q179996,Q653924,Q18603603
methadone,vandetanib,Electrocardiogram QT prolonged,10014387,Theoretical,6813,1098413,Q179996,Q7914515,Q653924,Q18603603
arsenic trioxide,vandetanib,Electrocardiogram QT prolonged,10014387,Theoretical,18330,1098413,Q7739,Q7914515,Q653924,Q18603603
disopyramide,vandetanib,Electrocardiogram QT prolonged,10014387,Theoretical,3541,1098413,Q425120,Q7914515,Q653924,Q18603603
sotalol,vandetanib,Electrocardiogram QT prolonged,10014387,Theoretical,9947,1098413,Q413591,Q7914515,Q653924,Q18603603
voriconazole,vandetanib,Electrocardiogram QT prolonged,10014387,Theoretical,121243,1098413,Q412236,Q7914515,Q653924,Q18603603
erythromycin,vandetanib,Electrocardiogram QT prolonged,10014387,Theoretical,4053,1098413,Q213511,Q7914515,Q653924,Q18603603
droperidol,vandetanib,Electrocardiogram QT prolonged,10014387,Theoretical,3648,1098413,Q174259,Q7914515,Q653924,Q18603603
haloperidol,vandetanib,Electrocardiogram QT prolonged,10014387,Theoretical,5093,1098413,Q251347,Q7914515,Q653924,Q18603603
methadone,crizotinib,Electrocardiogram QT prolonged,10014387,Theoretical,6813,1148495,Q179996,Q5186964,Q653924,Q18603603
pazopanib,crizotinib,Electrocardiogram QT prolonged,10014387,Theoretical,714438,1148495,Q7157043,Q5186964,Q653924,Q18603603
amiodarone,arsenic trioxide,Electrocardiogram QT prolonged,10014387,Probable,703,18330,Q410061,Q7739,Q653924,Q56644435
arsenic trioxide,sotalol,Electrocardiogram QT prolonged,10014387,Probable,18330,9947,Q7739,Q413591,Q653924,Q56644435
amiodarone,disopyramide,Electrocardiogram QT prolonged,10014387,Theoretical,703,3541,Q410061,Q425120,Q653924,Q18603603
amiodarone,flecainide,Electrocardiogram QT prolonged,10014387,Theoretical,703,4441,Q410061,Q421381,Q653924,Q18603603
amiodarone,fluconazole,Electrocardiogram QT prolonged,10014387,Theoretical,703,4450,Q410061,Q411478,Q653924,Q18603603
vardenafil,voriconazole,Electrocardiogram QT prolonged,10014387,Theoretical,306674,121243,Q424161,Q412236,Q653924,Q18603603
vardenafil,erythromycin,Electrocardiogram QT prolonged,10014387,Theoretical,306674,4053,Q424161,Q213511,Q653924,Q18603603
vardenafil,clarithromycin,Electrocardiogram QT prolonged,10014387,Theoretical,306674,21212,Q424161,Q118551,Q653924,Q18603603
disopyramide,clarithromycin,Electrocardiogram QT prolonged,10014387,Probable,3541,21212,Q425120,Q118551,Q653924,Q56644435
sunitinib,voriconazole,Electrocardiogram QT prolonged,10014387,Theoretical,357977,121243,Q417542,Q412236,Q653924,Q18603603
sunitinib,clarithromycin,Electrocardiogram QT prolonged,10014387,Theoretical,357977,21212,Q417542,Q118551,Q653924,Q18603603
ranolazine,clarithromycin,Electrocardiogram QT prolonged,10014387,Theoretical,35829,21212,Q907104,Q118551,Q653924,Q18603603
nilotinib,erythromycin,Electrocardiogram QT prolonged,10014387,Theoretical,662281,4053,Q412327,Q213511,Q653924,Q18603603
dasatinib,voriconazole,Electrocardiogram QT prolonged,10014387,Theoretical,475342,121243,Q27139135,Q412236,Q653924,Q18603603
dasatinib,clarithromycin,Electrocardiogram QT prolonged,10014387,Theoretical,475342,21212,Q27139135,Q118551,Q653924,Q18603603
lapatinib,voriconazole,Electrocardiogram QT prolonged,10014387,Theoretical,480167,121243,Q420323,Q412236,Q653924,Q18603603
lapatinib,clarithromycin,Electrocardiogram QT prolonged,10014387,Theoretical,480167,21212,Q420323,Q118551,Q653924,Q18603603
sorafenib,voriconazole,Electrocardiogram QT prolonged,10014387,Theoretical,495881,121243,Q421136,Q412236,Q653924,Q18603603
sorafenib,erythromycin,Electrocardiogram QT prolonged,10014387,Theoretical,495881,4053,Q421136,Q213511,Q653924,Q18603603
sorafenib,clarithromycin,Electrocardiogram QT prolonged,10014387,Theoretical,495881,21212,Q421136,Q118551,Q653924,Q18603603
sotalol,clarithromycin,Electrocardiogram QT prolonged,10014387,Theoretical,9947,21212,Q413591,Q118551,Q653924,Q18603603
sotalol,crizotinib,Electrocardiogram QT prolonged,10014387,Theoretical,9947,1148495,Q413591,Q5186964,Q653924,Q18603603
anagrelide,moxifloxacin,Electrocardiogram QT prolonged,10014387,Theoretical,596724,139462,Q408163,Q424940,Q653924,Q18603603
nilotinib,voriconazole,Electrocardiogram QT prolonged,10014387,Theoretical,662281,121243,Q412327,Q412236,Q653924,Q18603603
nilotinib,clarithromycin,Electrocardiogram QT prolonged,10014387,Theoretical,662281,21212,Q412327,Q118551,Q653924,Q18603603
nilotinib,crizotinib,Electrocardiogram QT prolonged,10014387,Theoretical,662281,1148495,Q412327,Q5186964,Q653924,Q18603603
voriconazole,panobinostat,Electrocardiogram QT prolonged,10014387,Theoretical,121243,1603350,Q412236,Q7131441,Q653924,Q18603603
clarithromycin,bedaquiline,Electrocardiogram QT prolonged,10014387,Theoretical,21212,1364504,Q118551,Q1257318,Q653924,Q18603603
clarithromycin,panobinostat,Electrocardiogram QT prolonged,10014387,Theoretical,21212,1603350,Q118551,Q7131441,Q653924,Q18603603
voriconazole,vinflunine,Electrocardiogram QT prolonged,10014387,Theoretical,121243,,Q412236,,Q653924,Q18603603
