,DRUG_1_CONCEPT_NAME,DRUG_2_CONCEPT_NAME,EVENT_CONCEPT_NAME,MDR_CODE,MICROMEDEX_EVID_LEVEL,DRUG_1_CODE,DRUG_2_CODE
7526,hydroxyzine,crizotinib,Electrocardiogram QT prolonged,10014387,Theoretical,777221,40242675
7550,hydroxyzine,pasireotide,Electrocardiogram QT prolonged,10014387,Theoretical,777221,43012417
7580,hydroxyzine,chlorpromazine,Electrocardiogram QT prolonged,10014387,Theoretical,777221,794852
7610,hydroxyzine,citalopram,Electrocardiogram QT prolonged,10014387,Theoretical,777221,797617
7640,hydroxyzine,clomipramine,Electrocardiogram QT prolonged,10014387,Theoretical,777221,798834
7670,hydroxyzine,tetrabenazine,Electrocardiogram QT prolonged,10014387,Theoretical,777221,836877
7694,hydroxyzine,tolterodine,Electrocardiogram QT prolonged,10014387,Theoretical,777221,913782
7724,citalopram,amiodarone,Electrocardiogram QT prolonged,10014387,Probable,797617,1309944
7749,citalopram,arsenic trioxide,Electrocardiogram QT prolonged,10014387,Theoretical,797617,1333379
7769,citalopram,disopyramide,Electrocardiogram QT prolonged,10014387,Theoretical,797617,1335606
7794,citalopram,sotalol,Electrocardiogram QT prolonged,10014387,Theoretical,797617,1370109
7819,citalopram,clarithromycin,Electrocardiogram QT prolonged,10014387,Theoretical,797617,1750500
7839,ondansetron,sulpiride,Electrocardiogram QT prolonged,10014387,Theoretical,1000560,19136626
7859,amiodarone,sulpiride,Electrocardiogram QT prolonged,10014387,Theoretical,1309944,19136626
7879,arsenic trioxide,sulpiride,Electrocardiogram QT prolonged,10014387,Theoretical,1333379,19136626
7895,disopyramide,sulpiride,Electrocardiogram QT prolonged,10014387,Theoretical,1335606,19136626
7915,toremifene,sulpiride,Electrocardiogram QT prolonged,10014387,Theoretical,1342346,19136626
7935,sotalol,sulpiride,Electrocardiogram QT prolonged,10014387,Theoretical,1370109,19136626
7955,anagrelide,sulpiride,Electrocardiogram QT prolonged,10014387,Theoretical,1381253,19136626
7975,moxifloxacin,sulpiride,Electrocardiogram QT prolonged,10014387,Theoretical,1716903,19136626
7995,erythromycin,sulpiride,Electrocardiogram QT prolonged,10014387,Theoretical,1746940,19136626
8023,clarithromycin,sulpiride,Electrocardiogram QT prolonged,10014387,Theoretical,1750500,19136626
8039,methotrimeprazine,sulpiride,Electrocardiogram QT prolonged,10014387,Theoretical,19005147,19136626
8055,amisulpride,sulpiride,Electrocardiogram QT prolonged,10014387,Theoretical,19057607,19136626
8071,sulpiride,delamanid,Electrocardiogram QT prolonged,10014387,Theoretical,19136626,36879076
8087,sulpiride,vandetanib,Electrocardiogram QT prolonged,10014387,Theoretical,19136626,40238052
8103,sulpiride,crizotinib,Electrocardiogram QT prolonged,10014387,Theoretical,19136626,40242675
8119,sulpiride,pasireotide,Electrocardiogram QT prolonged,10014387,Theoretical,19136626,43012417
8139,paliperidone,sulpiride,Electrocardiogram QT prolonged,10014387,Theoretical,703244,19136626
8159,escitalopram,sulpiride,Electrocardiogram QT prolonged,10014387,Theoretical,715939,19136626
8179,risperidone,sulpiride,Electrocardiogram QT prolonged,10014387,Theoretical,735979,19136626
8195,droperidol,sulpiride,Electrocardiogram QT prolonged,10014387,Theoretical,739323,19136626
8211,haloperidol,sulpiride,Electrocardiogram QT prolonged,10014387,Theoretical,766529,19136626
8239,hydroxyzine,sulpiride,Electrocardiogram QT prolonged,10014387,Theoretical,777221,19136626
8263,chlorpromazine,sulpiride,Electrocardiogram QT prolonged,10014387,Theoretical,794852,19136626
8283,tetrabenazine,sulpiride,Electrocardiogram QT prolonged,10014387,Theoretical,836877,19136626
8299,hydroxyzine,methadone,Electrocardiogram QT prolonged,10014387,Theoretical,777221,1103640
8329,chlorpromazine,methadone,Electrocardiogram QT prolonged,10014387,Theoretical,794852,1103640
8354,methadone,disopyramide,Electrocardiogram QT prolonged,10014387,Theoretical,1103640,1335606
8379,methadone,erythromycin,Electrocardiogram QT prolonged,10014387,Theoretical,1103640,1746940
8414,methadone,clarithromycin,Electrocardiogram QT prolonged,10014387,Theoretical,1103640,1750500
8434,methadone,methotrimeprazine,Electrocardiogram QT prolonged,10014387,Theoretical,1103640,19005147
8454,methadone,sulpiride,Electrocardiogram QT prolonged,10014387,Theoretical,1103640,19136626
8474,droperidol,methadone,Electrocardiogram QT prolonged,10014387,Theoretical,739323,1103640
8494,haloperidol,methadone,Electrocardiogram QT prolonged,10014387,Theoretical,766529,1103640
8529,methadone,vandetanib,Electrocardiogram QT prolonged,10014387,Theoretical,1103640,40238052
8549,arsenic trioxide,vandetanib,Electrocardiogram QT prolonged,10014387,Theoretical,1333379,40238052
8565,disopyramide,vandetanib,Electrocardiogram QT prolonged,10014387,Theoretical,1335606,40238052
8585,sotalol,vandetanib,Electrocardiogram QT prolonged,10014387,Theoretical,1370109,40238052
8605,voriconazole,vandetanib,Electrocardiogram QT prolonged,10014387,Theoretical,1714277,40238052
8621,erythromycin,vandetanib,Electrocardiogram QT prolonged,10014387,Theoretical,1746940,40238052
8649,droperidol,vandetanib,Electrocardiogram QT prolonged,10014387,Theoretical,739323,40238052
8665,haloperidol,vandetanib,Electrocardiogram QT prolonged,10014387,Theoretical,766529,40238052
8693,methadone,crizotinib,Electrocardiogram QT prolonged,10014387,Theoretical,1103640,40242675
8713,pazopanib,crizotinib,Electrocardiogram QT prolonged,10014387,Theoretical,40167554,40242675
8733,amiodarone,arsenic trioxide,Electrocardiogram QT prolonged,10014387,Probable,1309944,1333379
8753,arsenic trioxide,sotalol,Electrocardiogram QT prolonged,10014387,Probable,1333379,1370109
8773,amiodarone,disopyramide,Electrocardiogram QT prolonged,10014387,Theoretical,1309944,1335606
8798,amiodarone,flecainide,Electrocardiogram QT prolonged,10014387,Theoretical,1309944,1354860
8823,amiodarone,fluconazole,Electrocardiogram QT prolonged,10014387,Theoretical,1309944,1754994
8843,vardenafil,voriconazole,Electrocardiogram QT prolonged,10014387,Theoretical,1311276,1714277
8863,vardenafil,erythromycin,Electrocardiogram QT prolonged,10014387,Theoretical,1311276,1746940
8898,vardenafil,clarithromycin,Electrocardiogram QT prolonged,10014387,Theoretical,1311276,1750500
8918,disopyramide,clarithromycin,Electrocardiogram QT prolonged,10014387,Probable,1335606,1750500
8938,sunitinib,voriconazole,Electrocardiogram QT prolonged,10014387,Theoretical,1336539,1714277
8958,sunitinib,clarithromycin,Electrocardiogram QT prolonged,10014387,Theoretical,1336539,1750500
8978,ranolazine,clarithromycin,Electrocardiogram QT prolonged,10014387,Theoretical,1337107,1750500
8994,nilotinib,erythromycin,Electrocardiogram QT prolonged,10014387,Theoretical,1394023,1746940
9029,dasatinib,voriconazole,Electrocardiogram QT prolonged,10014387,Theoretical,1358436,1714277
9045,dasatinib,clarithromycin,Electrocardiogram QT prolonged,10014387,Theoretical,1358436,1750500
9061,lapatinib,voriconazole,Electrocardiogram QT prolonged,10014387,Theoretical,1359548,1714277
9081,lapatinib,clarithromycin,Electrocardiogram QT prolonged,10014387,Theoretical,1359548,1750500
9101,sorafenib,voriconazole,Electrocardiogram QT prolonged,10014387,Theoretical,1363387,1714277
9121,sorafenib,erythromycin,Electrocardiogram QT prolonged,10014387,Theoretical,1363387,1746940
9156,sorafenib,clarithromycin,Electrocardiogram QT prolonged,10014387,Theoretical,1363387,1750500
9176,sotalol,clarithromycin,Electrocardiogram QT prolonged,10014387,Theoretical,1370109,1750500
9196,sotalol,crizotinib,Electrocardiogram QT prolonged,10014387,Theoretical,1370109,40242675
9216,anagrelide,moxifloxacin,Electrocardiogram QT prolonged,10014387,Theoretical,1381253,1716903
9241,nilotinib,voriconazole,Electrocardiogram QT prolonged,10014387,Theoretical,1394023,1714277
9261,nilotinib,clarithromycin,Electrocardiogram QT prolonged,10014387,Theoretical,1394023,1750500
9281,nilotinib,crizotinib,Electrocardiogram QT prolonged,10014387,Theoretical,1394023,40242675
9301,voriconazole,panobinostat,Electrocardiogram QT prolonged,10014387,Theoretical,1714277,46221435
9317,clarithromycin,bedaquiline,Electrocardiogram QT prolonged,10014387,Theoretical,1750500,43012518
9337,clarithromycin,panobinostat,Electrocardiogram QT prolonged,10014387,Theoretical,1750500,46221435
9353,voriconazole,vinflunine,Electrocardiogram QT prolonged,10014387,Theoretical,1714277,36878852
9373,clarithromycin,vinflunine,Electrocardiogram QT prolonged,10014387,Theoretical,1750500,36878852
9393,voriconazole,pazopanib,Electrocardiogram QT prolonged,10014387,Theoretical,1714277,40167554
9413,voriconazole,crizotinib,Electrocardiogram QT prolonged,10014387,Theoretical,1714277,40242675
9429,erythromycin,crizotinib,Electrocardiogram QT prolonged,10014387,Theoretical,1746940,40242675
9457,clarithromycin,crizotinib,Electrocardiogram QT prolonged,10014387,Theoretical,1750500,40242675
9473,quinine,crizotinib,Electrocardiogram QT prolonged,10014387,Theoretical,1760616,40242675
9493,voriconazole,efavirenz,Electrocardiogram QT prolonged,10014387,Probable,1714277,1738135
9509,voriconazole,saquinavir,Electrocardiogram QT prolonged,10014387,Theoretical,1714277,1746244
9529,voriconazole,bedaquiline,Electrocardiogram QT prolonged,10014387,Theoretical,1714277,43012518
9549,haloperidol,clarithromycin,Electrocardiogram QT prolonged,10014387,Theoretical,766529,1750500
9577,efavirenz,bedaquiline,Electrocardiogram QT prolonged,10014387,Theoretical,1738135,43012518
9597,saquinavir,clarithromycin,Electrocardiogram QT prolonged,10014387,Established,1746244,1750500
9617,erythromycin,clarithromycin,Electrocardiogram QT prolonged,10014387,Theoretical,1746940,1750500
9645,erythromycin,quinine,Electrocardiogram QT prolonged,10014387,Probable,1746940,1760616
9680,clarithromycin,quinine,Electrocardiogram QT prolonged,10014387,Theoretical,1750500,1760616
9700,clarithromycin,pazopanib,Electrocardiogram QT prolonged,10014387,Theoretical,1750500,40167554
9720,clarithromycin,vandetanib,Electrocardiogram QT prolonged,10014387,Theoretical,1750500,40238052
9736,fluconazole,vinflunine,Electrocardiogram QT prolonged,10014387,Theoretical,1754994,36878852
9756,paliperidone,tetrabenazine,Electrocardiogram QT prolonged,10014387,Theoretical,703244,836877
9776,droperidol,tetrabenazine,Electrocardiogram QT prolonged,10014387,Theoretical,739323,836877
9792,citalopram,vandetanib,Electrocardiogram QT prolonged,10014387,Theoretical,797617,40238052
9812,tetrabenazine,methadone,Electrocardiogram QT prolonged,10014387,Theoretical,836877,1103640
9832,escitalopram,venlafaxine,Electrocardiogram QT prolonged,10014387,Theoretical,715939,743670
9857,escitalopram,anagrelide,Electrocardiogram QT prolonged,10014387,Theoretical,715939,1381253
9882,citalopram,anagrelide,Electrocardiogram QT prolonged,10014387,Theoretical,797617,1381253
9907,escitalopram,pimozide,Electrocardiogram QT prolonged,10014387,Theoretical,715939,745790
9927,risperidone,droperidol,Electrocardiogram QT prolonged,10014387,Theoretical,735979,739323
9943,droperidol,haloperidol,Electrocardiogram QT prolonged,10014387,Theoretical,739323,766529
9971,pimozide,voriconazole,Electrocardiogram QT prolonged,10014387,Theoretical,745790,1714277
9987,venlafaxine,saquinavir,Electrocardiogram QT prolonged,10014387,Theoretical,743670,1746244
10012,venlafaxine,clarithromycin,Electrocardiogram QT prolonged,10014387,Theoretical,743670,1750500
10032,venlafaxine,clomipramine,Electrocardiogram QT prolonged,10014387,Theoretical,743670,798834
10057,pimozide,clarithromycin,Electrocardiogram QT prolonged,10014387,Probable,745790,1750500
10073,haloperidol,arsenic trioxide,Electrocardiogram QT prolonged,10014387,Theoretical,766529,1333379
10101,clomipramine,methadone,Electrocardiogram QT prolonged,10014387,Theoretical,798834,1103640
10126,citalopram,methadone,Electrocardiogram QT prolonged,10014387,Theoretical,797617,1103640
10151,tolterodine,clarithromycin,Electrocardiogram QT prolonged,10014387,Probable,913782,1750500
10171,aspirin,nabumetone,Haemorrhage,10055798,Theoretical,1112807,1113648
10187,aspirin,naproxen,Haemorrhage,10055798,Theoretical,1112807,1115008
10207,aspirin,celecoxib,Haemorrhage,10055798,Theoretical,1112807,1118084
10223,aspirin,diclofenac,Haemorrhage,10055798,Theoretical,1112807,1124300
10255,aspirin,piroxicam,Haemorrhage,10055798,Theoretical,1112807,1146810
10275,aspirin,meloxicam,Haemorrhage,10055798,Theoretical,1112807,1150345
10291,aspirin,fenoprofen,Haemorrhage,10055798,Theoretical,1112807,1153928
10307,aspirin,flurbiprofen,Haemorrhage,10055798,Theoretical,1112807,1156378
10327,aspirin,ibuprofen,Haemorrhage,10055798,Theoretical,1112807,1177480
10359,aspirin,indomethacin,Haemorrhage,10055798,Theoretical,1112807,1178663
10379,aspirin,ketoprofen,Haemorrhage,10055798,Theoretical,1112807,1185922
10395,aspirin,etodolac,Haemorrhage,10055798,Theoretical,1112807,1195492
10411,aspirin,mefenamate,Haemorrhage,10055798,Theoretical,1112807,1197736
10427,aspirin,sulindac,Haemorrhage,10055798,Theoretical,1112807,1236607
10443,aspirin,parecoxib,Haemorrhage,10055798,Theoretical,1112807,19003570
10459,aspirin,aceclofenac,Haemorrhage,10055798,Theoretical,1112807,19029393
10475,aspirin,tenoxicam,Haemorrhage,10055798,Theoretical,1112807,19041220
10491,aspirin,dexketoprofen,Haemorrhage,10055798,Theoretical,1112807,19056874
10507,aspirin,tiaprofenate,Haemorrhage,10055798,Theoretical,1112807,19086910
10523,aspirin,ibrutinib,Haemorrhage,10055798,Theoretical,1112807,44507848
10539,nabumetone,naproxen,Haemorrhage,10055798,Theoretical,1113648,1115008
10559,nabumetone,celecoxib,Haemorrhage,10055798,Theoretical,1113648,1118084
10575,nabumetone,diclofenac,Haemorrhage,10055798,Theoretical,1113648,1124300
10607,nabumetone,piroxicam,Haemorrhage,10055798,Theoretical,1113648,1146810
10627,nabumetone,meloxicam,Haemorrhage,10055798,Theoretical,1113648,1150345
10643,nabumetone,fenoprofen,Haemorrhage,10055798,Theoretical,1113648,1153928
10659,nabumetone,flurbiprofen,Haemorrhage,10055798,Theoretical,1113648,1156378
10679,nabumetone,ibuprofen,Haemorrhage,10055798,Theoretical,1113648,1177480
10711,nabumetone,indomethacin,Haemorrhage,10055798,Theoretical,1113648,1178663
10731,nabumetone,ketoprofen,Haemorrhage,10055798,Theoretical,1113648,1185922
10747,nabumetone,etodolac,Haemorrhage,10055798,Theoretical,1113648,1195492
10763,nabumetone,mefenamate,Haemorrhage,10055798,Theoretical,1113648,1197736
10779,nabumetone,sulindac,Haemorrhage,10055798,Theoretical,1113648,1236607
10795,nabumetone,clopidogrel,Haemorrhage,10055798,Theoretical,1113648,1322184
10815,nabumetone,eptifibatide,Haemorrhage,10055798,Theoretical,1113648,1322199
10831,nabumetone,iloprost,Haemorrhage,10055798,Theoretical,1113648,1344992
10851,nabumetone,epoprostenol,Haemorrhage,10055798,Theoretical,1113648,1354118
10871,nabumetone,parecoxib,Haemorrhage,10055798,Theoretical,1113648,19003570
10887,nabumetone,tirofiban,Haemorrhage,10055798,Theoretical,1113648,19017067
10907,nabumetone,aceclofenac,Haemorrhage,10055798,Theoretical,1113648,19029393
10923,nabumetone,tenoxicam,Haemorrhage,10055798,Theoretical,1113648,19041220
10939,nabumetone,abciximab,Haemorrhage,10055798,Theoretical,1113648,19047423
10951,nabumetone,dexketoprofen,Haemorrhage,10055798,Theoretical,1113648,19056874
10967,nabumetone,tiaprofenate,Haemorrhage,10055798,Theoretical,1113648,19086910
10983,nabumetone,prasugrel,Haemorrhage,10055798,Theoretical,1113648,40163718
11003,nabumetone,ticagrelor,Haemorrhage,10055798,Theoretical,1113648,40241186
11019,nabumetone,cangrelor,Haemorrhage,10055798,Theoretical,1113648,46275677
11035,naproxen,celecoxib,Haemorrhage,10055798,Theoretical,1115008,1118084
11055,naproxen,diclofenac,Haemorrhage,10055798,Theoretical,1115008,1124300
11095,naproxen,piroxicam,Haemorrhage,10055798,Theoretical,1115008,1146810
11120,naproxen,meloxicam,Haemorrhage,10055798,Theoretical,1115008,1150345
11140,naproxen,fenoprofen,Haemorrhage,10055798,Theoretical,1115008,1153928
11160,naproxen,flurbiprofen,Haemorrhage,10055798,Theoretical,1115008,1156378
11185,naproxen,ibuprofen,Haemorrhage,10055798,Theoretical,1115008,1177480
11225,naproxen,indomethacin,Haemorrhage,10055798,Theoretical,1115008,1178663
11250,naproxen,ketoprofen,Haemorrhage,10055798,Theoretical,1115008,1185922
11270,naproxen,etodolac,Haemorrhage,10055798,Theoretical,1115008,1195492
11290,naproxen,mefenamate,Haemorrhage,10055798,Theoretical,1115008,1197736
11310,naproxen,sulindac,Haemorrhage,10055798,Theoretical,1115008,1236607
11330,naproxen,clopidogrel,Haemorrhage,10055798,Theoretical,1115008,1322184
11355,naproxen,eptifibatide,Haemorrhage,10055798,Theoretical,1115008,1322199
11375,naproxen,iloprost,Haemorrhage,10055798,Theoretical,1115008,1344992
11400,naproxen,epoprostenol,Haemorrhage,10055798,Theoretical,1115008,1354118
11425,naproxen,parecoxib,Haemorrhage,10055798,Theoretical,1115008,19003570
11445,naproxen,tirofiban,Haemorrhage,10055798,Theoretical,1115008,19017067
11470,naproxen,aceclofenac,Haemorrhage,10055798,Theoretical,1115008,19029393
11490,naproxen,tenoxicam,Haemorrhage,10055798,Theoretical,1115008,19041220
11510,naproxen,abciximab,Haemorrhage,10055798,Theoretical,1115008,19047423
11525,naproxen,dexketoprofen,Haemorrhage,10055798,Theoretical,1115008,19056874
11545,naproxen,tiaprofenate,Haemorrhage,10055798,Theoretical,1115008,19086910
